,ID,Gender,OnBoardPeakSeason,LeavePeakSeason,Turn,DormAreaCount,SalaryBonusMean,SalaryMean,LastMonthSalaryBonus,LastMonthSalary,LastMonthSalaryPct,LastMonthSalaryBonusPct,WorkOnRestDay,ShiftRatio,LiveDormRatio,WorkHourMean,AgeRange_<=20,AgeRange_21-30,AgeRange_31-40,AreaName_EastChina,AreaName_NorthChina,AreaName_NortheastChina,AreaName_NorthwestChina,AreaName_SouthCentralChina,AreaName_SouthwestChina,OnBoardMonth_01,OnBoardMonth_02,OnBoardMonth_03,OnBoardMonth_04,OnBoardMonth_05,OnBoardMonth_06,OnBoardMonth_07,OnBoardMonth_08,OnBoardMonth_09,OnBoardMonth_10,OnBoardMonth_11,OriRecruitCat_B,OriRecruitCat_C,OriContractCat_B,OriContractCat_C,DormAreaMost_A,DormAreaMost_B,DormAreaMost_C,DormAreaMost_D,DormAreaMost_E,DormAreaMost_F,DormAreaMost_G,DormAreaMost_H,DormAreaMost_I,DormAreaMost_J,DormAreaMost_K,DormAreaMost_L,DormAreaMost_M,DormAreaMost_N,DormAreaMost_O,ShiftCategoryMost_A,ShiftCategoryMost_B,ShiftCategoryMost_C,ShiftCategoryMost_D,ShiftCategoryMost_E,ShiftCategoryMost_F,ShiftCategoryMost_G,TotalDay,Quit
0,10000,1,0,0,0,1,0.098775834,0.010394832,0.098775834,0.010394832,0.860290116,0.848264518,0.2,0.3,0.6,9.333333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,1
1,10001,1,0,0,0,1,0.098775834,-0.015539277,0.098775834,-0.015539277,0.860290116,0.848264518,0.25,0.25,0.875,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1
2,10002,1,0,0,0,1,0.098775834,0.270112957,0.098775834,0.201496469,0.860290116,0.848264518,0.285714286,0.80952381,0.761904762,10.46153846,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,1
3,10003,1,0,0,0,1,0.098775834,0.314259834,0.098775834,0.314259834,0.860290116,0.848264518,0.285714286,0.428571429,0.714285714,11.375,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1
4,10004,1,0,0,0,1,0.098775834,0.120076515,0.098775834,0.120076515,0.860290116,0.848264518,0.285714286,0.428571429,0.857142857,9.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1
5,10005,1,0,0,0,1,0.098775834,0.032605373,0.098775834,0.032605373,0.860290116,0.848264518,0.222222222,0.222222222,0.333333333,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1
6,10006,1,0,1,0,1,0.098775834,0.571290446,0.098775834,0.490772561,0.752939995,1,0.279069767,0.139534884,0.953488372,11.06666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,1
7,10007,1,0,1,0,1,0.098775834,0.500462148,0.098775834,0.600391925,0.667906464,1,0.285714286,0.404761905,0.952380952,11.62857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39,1
8,10008,1,0,1,0,1,0.098775834,0.592117501,0.098775834,0.555375696,0.883147771,1,0.279069767,0.139534884,0.930232558,10.46666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,41,1
9,10009,1,0,1,0,1,0.109162357,0.849066059,0.129935403,1.521462555,1.546720179,1.315457413,0.293103448,0.517241379,0.913793103,11.79166667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,57,1
10,10010,1,0,1,0,1,0.098775834,0.460259553,0.098775834,0.298623962,0.480183782,1,0.27027027,0.162162162,0.972972973,10.69230769,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,35,1
11,10011,1,0,1,0,1,0.098775834,0.801269877,0.098775834,0.779132561,0.946229967,1,0.3,0.14,0.94,11.20588235,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,1
12,10012,1,0,1,0,1,0.098775834,0.780276117,0.098775834,0.787296368,1.01815764,1,0.279069767,0.906976744,0.976744186,10.69444444,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,41,1
13,10013,1,0,1,0,1,0.098775834,0.610285088,0.098775834,0.427649506,0.539334541,1,0.263157895,0.157894737,1,11.35714286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,36,1
14,10014,1,0,1,0,1,0.098775834,0.825046186,0.098775834,0.766413225,0.867298077,1,0.272727273,0.454545455,0.977272727,11.35135135,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,42,1
15,10015,1,0,1,0,1,0.098775834,0.467225275,0.098775834,0.31556542,0.509893363,1,0.263157895,0.157894737,1,10.44444444,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,36,1
16,10016,0,0,1,0,1,0.109162357,0.724644861,0.129935403,1.334514489,1.737735382,1.315457413,0.298245614,0.807017544,0.964912281,10.76595745,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,1
17,10017,1,0,1,0,1,0.098775834,0.754960525,0.098775834,0.825747277,1.206926233,1,0.306122449,0.12244898,0.979591837,11.10810811,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48,1
18,10018,1,0,1,1,2,0.206479562,1.350701072,0.112116253,0.510929233,0.860290116,0.848264518,0.310679612,0.481276006,0.52149792,12.04469274,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0
19,10019,1,0,1,0,1,0.098775834,0.512775891,0.098775834,0.209707016,0.257042791,1,0.27027027,0.054054054,1,11.03703704,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
20,10020,1,0,1,0,1,0.098775834,0.6312695,0.098775834,0.427188344,0.511388052,1,0.27027027,0.324324324,0.972972973,11.90322581,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35,1
21,10021,1,0,1,0,1,0.109162357,0.968772815,0.098775834,0.928823131,0.750441827,0.760191847,0.328947368,0.763157895,1,10.98245614,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,74,1
22,10022,0,0,1,0,1,0.109162357,0.815497856,0.129935403,1.470575863,1.725247208,1.315457413,0.298245614,0.473684211,0.964912281,11.65306122,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,55,1
23,10023,1,0,1,0,1,0.109162357,1.022297684,0.098775834,0.837142331,0.563093142,0.760191847,0.333333333,0.222222222,0.986111111,11.28813559,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,1
24,10024,1,0,1,0,1,0.109162357,0.862209166,0.098775834,0.674766701,0.561200188,0.760191847,0.307692308,0.282051282,0.974358974,10.64912281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,1
25,10025,0,0,0,1,0,0.145515188,0.935705241,0.114355619,0.226966301,0.318397,0.550224888,0.296296296,0.512345679,0,11.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161,1
26,10026,1,0,1,0,1,0.122145511,0.816201543,0.098775834,0.315593464,0.254883358,0.613152805,0.313131313,0.393939394,1,10.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,1
27,10027,1,0,1,0,1,0.109162357,1.044780352,0.098775834,0.888695838,0.591999103,0.760191847,0.333333333,0.222222222,0.986111111,11.42372881,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,70,1
28,10028,1,0,1,0,1,0.098775834,0.93682387,0.098775834,0.726354483,0.555709715,1,0.328571429,0.4,0.971428571,11.33333333,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,69,1
29,10029,0,0,0,1,1,0.145515188,1.046041795,0.114355619,0.442618563,0.529523817,0.550224888,0.320754717,0.559748428,0.981132075,11.49206349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157,1
30,10030,0,0,1,0,1,0.109162357,0.918939316,0.098775834,0.658152418,0.50336978,0.760191847,0.298507463,0.865671642,0.970149254,10.71428571,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,1
31,10031,0,0,1,0,1,0.109162357,0.925219008,0.098775834,0.597098359,0.415550226,0.760191847,0.323076923,0.138461538,0.984615385,11.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,63,1
32,10032,1,0,0,0,1,0.13305136,0.963393427,0.114355619,0.401740324,0.464084142,0.709864603,0.314285714,0.6,0.985714286,10.86407767,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,1
33,10033,1,0,1,0,1,0.122145511,0.97299182,0.098775834,0.576536159,0.419514794,0.613152805,0.314814815,0.481481481,0.990740741,10.85882353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106,1
34,10034,0,0,0,0,1,0.13305136,0.912724851,0.114355619,0.114271488,0.113480027,0.709864603,0.305970149,0.470149254,0.962686567,10.80851064,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,134,1
35,10035,1,0,1,0,1,0.122145511,0.991573829,0.098775834,0.575535937,0.416746952,0.613152805,0.317757009,0.579439252,1,11.06024096,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,105,1
36,10036,1,0,0,0,1,0.098775834,0.450090628,0.098775834,0.757062238,0.860290116,0.848264518,0.259259259,0.148148148,0.962962963,11.05,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1
37,10037,1,0,1,0,1,0.122145511,0.815119527,0.098775834,0.460223719,0.415323488,0.613152805,0.31372549,0.607843137,1,11.25974026,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,1
38,10038,0,0,0,0,1,0.098775834,0.323868406,0.098775834,0.799127657,0.860290116,0.848264518,0.275862069,0.172413793,0.965517241,11.54166667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
39,10039,0,0,1,0,1,0.098775834,0.725425928,0.098775834,0.570164027,0.647407638,1,0.285714286,0.404761905,0.952380952,10.94117647,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,1
40,10040,1,0,0,0,1,0.098775834,-0.034384584,0.098775834,-0.034384584,0.860290116,0.848264518,0.25,0.625,0.625,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,1
41,10041,1,0,0,0,1,0.098775834,0.630772505,0.098775834,0.630772505,0.860290116,0.848264518,0.25,0.083333333,0.708333333,11.53333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,1
42,10042,1,0,1,1,1,0.122145511,1.016733623,0.098775834,0.723855486,0.525721915,0.613152805,0.305555556,0.481481481,0.972222222,11.08433735,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,1
43,10043,0,0,0,1,1,0.145515188,1.040233132,0.114355619,0.49949724,0.60366864,0.550224888,0.312883436,0.417177914,0.987730061,11.59375,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,161,1
44,10044,1,0,0,0,1,0.098775834,0.240935136,0.098775834,0.240935136,0.860290116,0.848264518,0.416666667,1,0.916666667,10.16666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1
45,10045,1,0,0,0,1,0.098775834,0.100380552,0.098775834,0.100380552,0.860290116,0.848264518,0.333333333,0.333333333,0.833333333,10.75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1
46,10046,1,0,0,0,1,0.098775834,0.103421726,0.098775834,0.103421726,0.860290116,0.848264518,0.222222222,0.222222222,0.333333333,9.333333333,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
47,10047,1,0,0,0,1,0.098775834,0.009347871,0.098775834,0.009347871,0.860290116,0.848264518,0.25,0.625,0.875,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,1
48,10048,1,0,0,1,1,0.13305136,1.054203005,0.114355619,0.377239555,0.323275505,0.709864603,0.311111111,0.533333333,0.977777778,11.37037037,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,134,1
49,10049,1,0,0,1,2,0.145515188,0.926916165,0.207834326,0.76289531,0.770396219,1.290135397,0.317567568,0.527027027,0.993243243,11.41025641,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,146,1
50,10050,1,0,0,0,1,0.098775834,0.501457177,0.098775834,0.840632203,0.860290116,0.848264518,0.285714286,0.142857143,0.964285714,11.56521739,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,26,1
51,10051,0,0,0,0,1,0.098775834,0.52149278,0.098775834,0.86755407,0.860290116,0.848264518,0.285714286,0.142857143,0.964285714,11.52173913,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,26,1
52,10052,1,0,0,0,1,0.098775834,0.068127282,0.098775834,0.068127282,0.860290116,0.848264518,0.222222222,0.222222222,1,9.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
53,10053,1,0,0,0,1,0.098775834,0.461532421,0.098775834,0.461532421,0.860290116,0.848264518,0.285714286,0.095238095,0.714285714,11.16666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1
54,10054,0,0,0,0,0,0.098775834,0.125037119,0.098775834,0.125037119,0.860290116,0.848264518,0.222222222,0.222222222,0,9.666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
55,10055,0,0,0,0,1,0.098775834,0.09340704,0.098775834,0.09340704,0.860290116,0.848264518,0.222222222,0.222222222,0.222222222,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,1
56,10056,0,0,0,0,1,0.098775834,0.061998195,0.098775834,0.061998195,0.860290116,0.848264518,0.125,0.25,0.25,10.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1
57,10057,1,0,0,0,1,0.098775834,0.268240266,0.098775834,0.268240266,0.860290116,0.848264518,0.25,0.125,1,10.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1
58,10058,1,0,0,0,1,0.098775834,0.061583772,0.098775834,0.061583772,0.860290116,0.848264518,0.222222222,0.222222222,1,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1
59,10059,1,0,1,0,1,0.122145511,1.016326991,0.098775834,0.712494707,0.523904008,0.613152805,0.311926606,0.532110092,0.990825688,10.85365854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,107,1
60,10060,1,0,0,0,1,0.098775834,0.522776554,0.098775834,0.522776554,0.860290116,0.848264518,0.272727273,0.090909091,0.954545455,11.41666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1
61,10061,1,0,0,0,1,0.098775834,0.007889603,0.098775834,0.007889603,0.860290116,0.848264518,0.2,0.2,0.6,9.666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1
62,10062,0,0,0,0,1,0.098775834,0.140230525,0.098775834,0.140230525,0.860290116,0.848264518,0.222222222,0.666666667,0.777777778,10.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1
63,10063,1,0,1,0,1,0.122145511,0.989976122,0.098775834,0.409016084,0.294534072,0.613152805,0.323809524,0.466666667,0.952380952,10.94047619,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104,1
64,10064,1,0,0,0,1,0.098775834,0.29388615,0.098775834,0.59716691,0.860290116,0.848264518,0.28,0.08,1,10.53333333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,1
65,10065,1,0,0,0,1,0.098775834,0.185888641,0.098775834,0.185888641,0.860290116,0.848264518,0.2,0.7,0.6,10.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1
66,10066,1,0,0,0,1,0.098775834,0.157330896,0.098775834,0.157330896,0.860290116,0.848264518,0.272727273,0.181818182,0.909090909,10.83333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,1
67,10067,0,0,1,0,1,0.098775834,0.738139032,0.098775834,0.598752932,0.682319981,1,0.282051282,0.384615385,1,11.35294118,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,37,1
68,10068,1,0,1,0,1,0.098775834,0.394070916,0.098775834,0.335451457,0.397132981,1,0.285714286,0.314285714,0.971428571,11.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,1
69,10069,1,0,1,0,1,0.098775834,0.428164677,0.098775834,0.468375063,0.57684116,1,0.27027027,0.351351351,1,11.61290323,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,1
70,10070,1,0,1,0,1,0.098775834,0.736789823,0.098775834,0.70201886,0.909868506,1,0.285714286,0.428571429,0.976190476,11.14705882,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,37,1
71,10071,1,0,1,0,1,0.098775834,0.805183519,0.098775834,0.803595939,0.996064361,1,0.288888889,0.466666667,0.911111111,11.74285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,44,1
72,10072,1,0,1,0,1,0.098775834,0.415243843,0.098775834,0.379962901,0.439929577,1,0.285714286,0.314285714,0.942857143,11.64285714,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,1
73,10073,1,0,1,0,1,0.098775834,0.772947387,0.098775834,0.771423684,0.996065178,1,0.279069767,0.093023256,0.976744186,11.31428571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,41,1
74,10074,1,0,1,0,1,0.098775834,0.581889373,0.098775834,0.331871222,0.398928022,1,0.285714286,0.314285714,0.971428571,11.64285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,1
75,10075,1,0,1,0,1,0.109162357,0.825484498,0.129935403,1.446143645,1.864970103,1.315457413,0.322580645,0.096774194,0.951612903,10.90196078,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,58,1
76,10076,1,0,1,0,1,0.098775834,0.353887016,0.098775834,0.135615793,0.237024975,1,0.277777778,0.138888889,1,9.85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,34,1
77,10077,1,0,1,0,1,0.098775834,0.58113635,0.098775834,0.848612168,0.952808108,1,0.285714286,0.428571429,0.976190476,11.75675676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37,1
78,10078,1,0,1,0,1,0.098775834,0.43439763,0.098775834,0.443656177,0.517408415,1,0.27027027,0.351351351,0.972972973,11.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,35,1
